dlga_kidnapped_girl_quest_brief:merchant_quest_stall|Сожалею, у меня нет сейчас на это времени.
dlga_start:close_window.45|Будьте как дома, но не забывайте, что вы в гостях. Тогда мы поладим.
dlga_kidnapped_girl_liberated_map:kidnapped_girl_liberated_map_2a|Да. Пойдем со мной. Мы возвращаемся домой.
dlga_kidnapped_girl_liberated_map_2a:close_window|Как жаль, что у вас в отряде нет места для меня.
dlga_kidnapped_girl_liberated_map_2a:close_window.1|О, правда? Большое вам спасибо!
dlga_kidnapped_girl_liberated_map:kidnapped_girl_liberated_map_2b|Подожди здесь немного. Я вернусь за тобой.
dlga_kidnapped_girl_liberated_map_2b:close_window|О, пожалуйста, {reg63?господин:госпожа}, не бросайте меня тут одну-одинешеньку!
dlga_start:kidnapped_girl_liberated_map|О, {reg63?господин:госпожа}, спасибо, что спасли меня. Вы отвезете меня домой?
dlga_kidnapped_girl_liberated_battle:kidnapped_girl_liberated_battle_2a|Да. Пойдем со мной. Мы возвращаемся домой.
dlga_kidnapped_girl_liberated_battle_2a:kidnapped_girl_liberated_battle_2b|Как жаль, у вас в отряде нет места для меня.
dlga_kidnapped_girl_liberated_battle_2a:close_window|О, правда? Большое вам спасибо!
dlga_kidnapped_girl_liberated_battle:kidnapped_girl_liberated_battle_2b|Подожди здесь немного. Я вернусь за тобой.
dlga_kidnapped_girl_liberated_battle_2b:close_window|О, пожалуйста, {reg63?господин:госпожа}, не оставляйте меня тут одну-одинешеньку!
dlga_start:kidnapped_girl_liberated_map.1|Можно мне теперь пойти с вами?
dlga_start:bandits_awaiting_ransom_intro_1|Это ты, что ли, за девкой? Деньги гони.
dlga_start:bandits_awaiting_ransom_intro_1.1|А, снова ты? Деньги гони!
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_pay|Вот деньги, берите. Только отпустите девочку.
dlga_bandits_awaiting_ransom_pay:close_window|Хех, а что, и правда деньги, не железо... Забирай свою девку. Все бы так быстро соображали, как ты.
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_b|Нет! Сначала отпустите девочку!
dlga_bandits_awaiting_ransom_b:bandits_awaiting_ransom_b2|Хорош играться, деньги давай!
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_pay|Хорошо. Вот ваши деньги. Отпустите девочку.
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_no_money|Деньги остались лежать в надежном месте. Я пойду принесу их.
dlga_bandits_awaiting_ransom_no_money:close_window|Лучше не зли нас! А ну живо вали за деньгами!
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_fight|Я не собираюсь ничего вам платить. Я требую, чтобы вы немедленно отпустили девочку!
dlga_bandits_awaiting_ransom_fight:close_window|Ты это, знаешь, а мертвые вообще ничего не требуют...
dlga_start:bandits_awaiting_remeet|Чего тебе? Деньги у нас, дело сделано, проваливай.
dlga_bandits_awaiting_remeet:close_window|Простите за беспокойство. Я пойду.
dlga_bandits_awaiting_remeet:bandits_awaiting_remeet_2|Еще одно дело есть. Давайте деньги обратно.
dlga_bandits_awaiting_remeet_2:close_window|О, вот уж дело так дело! Ну, давай обсудим!
dlga_start:kidnapped_girl_encounter_1|О, {reg63?господин:госпожа}, благодарю вас за спасение. Вы отвезете меня домой?
dlga_kidnapped_girl_encounter_1:kidnapped_girl_join|Да. Пойдем со мной. Мы возвращаемся домой.
dlga_kidnapped_girl_join:close_window|Как жаль, что у вас в отряде нет места для меня.
dlga_kidnapped_girl_join:close_window.1|О, большое вам спасибо!
dlga_kidnapped_girl_encounter_1:kidnapped_girl_wait|Подожди здесь немного. Я вернусь за тобой.
dlga_kidnapped_girl_wait:close_window|О, пожалуйста, {reg63?господин:госпожа}, не оставляйте меня тут одну-одинешеньку!
dlga_merchant_quest_about_job_2:lost_kidnapped_girl|К сожалению, по дороге сюда девочка потерялась...
dlga_lost_kidnapped_girl:lost_kidnapped_girl_2|О, нет! Как я скажу об этом своему другу?
dlga_lost_kidnapped_girl_2:lost_kidnapped_girl_3|Мне жаль. Я ничего не мог поделать.
dlga_lost_kidnapped_girl_3:lost_kidnapped_girl_4|Вы меня разочаровываете, {playername}. Я доверял вам. Теперь люди узнают, что вы не справились с заданием. Кроме того, я жду от вас тот выкуп в размере {reg8} динаров, который я вам давал.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5a|Конечно. Вот деньги...
dlga_merchant_quest_about_job_5a:close_window|По крайней мере, у вас хватило порядочности вернуть деньги.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5b|Прошу прощения, у меня нет с собой такой суммы.
dlga_merchant_quest_about_job_5b:close_window|И вы думаете, я вам поверю? Вы вернете мне выкуп! Идите сейчас же и принесите деньги!
dlga_merchant_quest_requested:merchant_quest_persuade_peace_1|{s15} и {s14} ведут между собой страшную войну, из-за нее наш город уже на грани гибели. Наши караваны погибают, едва выйдя из города - их грабят и безжалостно уничтожают. Наши торговцы боятся покидать городские стены. И ко всем нашим бедам, налоги на войну съедают наши последние сбережения. Если вскоре не наступит мир, мы долго не продержимся.
dlga_merchant_quest_persuade_peace_1:merchant_quest_brief|Все это так. Но как остановить это безумие?
dlga_merchant_quest_persuade_peace_1:merchant_quest_persuade_peace_reject|Ваш долг - помогать дворянам вести войну. Не пристало вам жаловаться.
dlga_merchant_quest_persuade_peace_reject:close_window|Ха. Знать ведет войны из жадности и жажды славы, а все беды выпадают на долю честного люда, вроде нас. Но вы, вероятно, предпочитаете об этом не задумываться.
dlga_merchant_quest_brief:merchant_quest_persuade_peace_3|Были попытки примирить воюющие стороны и достичь какого-то соглашения. Но кое-каким господам с обеих сторон выгодно продолжать войну. Из-за них все остальные не могут прислушаться к голосу разума и продолжают сражаться. Пока эти знатные петухи не потеряют своего влияния, о мире говорить бесполезно.
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4|Кто разжигает войну и мешает мирным переговорам?
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4.1|О каких таких господах вы говорите?
dlga_merchant_quest_persuade_peace_4:merchant_quest_persuade_peace_5|Это {s12} из {s15} и {s13} из {s14}. Пока они не изменят мнение или не потеряют влияния, мира у нас не будет.
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6|Что можно с этим сделать?
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6.1|К сожалению, похоже, с этим ничего не поделаешь.
dlga_merchant_quest_persuade_peace_6:merchant_quest_persuade_peace_7|Есть один способ... Решительный человек, вероятно, сможет убедить одного или даже обоих лордов согласиться на мир. А если даже это не удастся, остается разбить их в бою и захватить их в плен. В плену они потеряют свое влияние и не смогут помешать мирным переговорам... Что думаете? Вы справитесь?
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8|Трудно, трудно... Но я попытаюсь.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.1|Что ж, если цена будет подходящей, я попытаюсь.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.2|Мне это неинтересно. Это меня не касается.
dlga_merchant_quest_persuade_peace_8:merchant_quest_persuade_peace_9|Большинство торговцев в городе с радостью раскошелятся на поддержку такого плана. Я думаю, мы сможем собрать никак не меньше {reg12} динаров. Мы с радостью вознаградим вас, если вы справитесь. {s12} и {s13} должны согласиться на мир, а если кто-то из них окажется слишком упрям, возьмите его в плен и держите до тех пор, пока не будет подписан мир.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_10|Хорошо. Я сделаю все, что в моих силах.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_no|Сожалею, но я не могу этого сделать.
dlga_merchant_quest_persuade_peace_10:close_window|Отлично. Мы будем молиться за вас. Я надеюсь, вы разберетесь с этими старыми пауками. Мы будем ждать от вас добрых вестей.
dlga_merchant_quest_persuade_peace_no:close_window|Не отказывайтесь так сразу. Подумайте хорошенько. Если кто и может с этим справиться, то только вы.
dlga_merchant_quest_requested:merchant_quest_deal_with_night_bandits|Конечно же, есть! Шайка разбойников хозяйничает в городе, а я ума не приложу, как с ней справиться. Они нападают на жителей города и грабят их под прикрытием ночи, а стоит показаться страже, как они мигом исчезают. Мы ни одного не смогли поймать. Они нападают только на одиноких, а если людей много, они даже не показываются. Нужно, чтобы кто-нибудь встретился с этими мерзавцами в одиночку - и победил их. Похоже, это единственный способ предать их правосудию. Вы возьметесь за это?
dlga_merchant_quest_brief:merchant_quest_deal_with_night_bandits|Шайка разбойников хозяйничает в городе, а я ума не приложу, как с ней справиться. Они нападают на жителей города и грабят их под прикрытием ночи, а стоит показаться страже, как они мигом исчезают. Мы ни одного не смогли поймать. Они нападают только на одиноких, а если людей много, они даже не показываются. Нужно, чтобы кто-нибудь встретился с этими мерзавцами в одиночку - и победил их. Похоже, это единственный способ предать их правосудию. Вы возьметесь за это?
dlga_merchant_quest_deal_with_night_bandits:deal_with_night_bandits_quest_taken|Перебить разбойников? Да конечно!
dlga_merchant_quest_deal_with_night_bandits:merchant_quest_stall|Прошу извинить, но меня это не интересует.
dlga_deal_with_night_bandits_quest_taken:mayor_pretalk|У меня камень с души упал, {playername}. Если все пройдет хорошо, я щедро награжу вас. Но главное - чтобы вы сами уцелели, понятно?
dlga_merchant_quest_requested:merchant_quest_brief.6|Один из здешних торговцев ищет погонщиков, чтобы перегнать скот на рынок в {s13}.
dlga_merchant_quest_brief:move_cattle_herd_quest_brief|Скот должен оказаться в {s13} в течение 30 дней. Если это удастся раньше - так еще лучше, много лучше, но за 30 дней нужно управиться непременно. Если вы возьметесь за это, я заплачу вам за труд {reg8} динаров. Согласны?
dlga_move_cattle_herd_quest_brief:move_cattle_herd_quest_taken|Да, я могу перегнать скот.
dlga_move_cattle_herd_quest_brief:merchant_quest_stall|Сожалею, но мой ответ - нет.
dlga_move_cattle_herd_quest_taken:mayor_pretalk|Вот и ладненько. Стадо находится прямо за городом. Когда отведете животных, возвращайтесь ко мне за оплатой.
dlga_merchant_quest_requested:mayor_pretalk|Боюсь, что не могу предложить вам сейчас никакой работы.
dlga_start:village_elder_deliver_cattle_thank|Спасибо вам за помощь, {reg63?добрый господин:добрая госпожа}! {reg5} голов скота нам достаточно, чтобы взрастить собственное стадо.
dlga_village_elder_deliver_cattle_thank:village_elder_talk|Не требуется ли вам помощь, {reg63?добрый господин:добрая госпожа}?
dlga_start:village_elder_deliver_cattle_thank.1|Моя дочь вернулась, {reg63?сэр:мадам}, и избежала участи хуже смерти! ^^ Пожалуйста, примите мою лучшую корову {s5} в качестве награды, она стоит почти как приданое принцессы.
dlga_start:village_elder_deliver_cattle_thank.2|Я слышал, наши односельчане благополучно добрались до {s5}, {reg63?сэр:миледи}, наша деревня очень признательна вам. Мы ожидаем, что они там хорошо поторгуются, они посылают вам свою благодарность. ^Пожалуйста, примите {s6} из наших запасов, вы не найдете такого же качества в продаже в городах.
dlga_start:village_elder_talk|Доброго вам денечка, {reg63?господин:госпожа}, добро пожаловать в деревню {s9}. Я тут старейшиной.
dlga_start:village_elder_talk.1|Добро пожаловать в деревню {s9}, {reg63?милорд:миледи}. Мы как узнали, что вы теперь {reg63?наш новый господин:наша новая госпожа}, так все обрадовались! Я здешний староста, почту за честь услужить вам, чем смогу.
dlga_start:village_elder_talk.2|{reg63?Милорд:Миледи}, ваш приезд - большая радость для нас.
dlga_start:village_elder_talk.3|Добрый день, {reg63?господин:госпожа}.
dlga_village_elder_pretalk:village_elder_talk|Я могу вам чем-то еще помочь?
dlga_village_elder_talk:village_elder_ask_fugitive|Я ищу человека по имени {s4}. Мне сказали, что он, возможно, скрывается здесь.
dlga_village_elder_ask_fugitive:village_elder_pretalk|Тут много всякого народу ходит, {reg63?господин:госпожа}. Только вот в такое время вы навряд ли кого найдете... Вам бы до утречка повременить...
dlga_village_elder_ask_fugitive:close_window|Чужеземцы приходят и уходят, {reg63?господин:госпожа}. Хотите искать - воля ваша, глядишь, кого найдете.
dlga_village_elder_talk:village_elder_active_mission_1|Что касается того задания, что вы мне дали...
dlga_village_elder_talk:village_elder_request_mission_ask|Вам, может быть, помочь чем-то?
dlga_village_elder_talk:pop2_village_status_center|Я хочу получить общий отчет...
dlga_village_elder_talk:village_elder_menu2|Расскажите мне о ваших навыках.
dlga_village_elder_talk:village_elder_menu3|Пора вам улучшить свои способности по управлению. Мне есть, что вам сказать...
dlga_village_elder_talk:village_mine_close_confirm|Я хочу, чтобы вы закрыли шахту...
dlga_village_mine_close_confirm1:village_elder_menu2|Да, закройте ее.
dlga_village_mine_close_confirm1:village_elder_menu2.1|Обождите-ка! С этим решением не следует торопиться. Пусть шахта пока работает.
dlga_village_elder_menu2:village_elder_talk|Очень хорошо, {reg63?лорд:леди}. Что-нибудь еще?
dlga_village_mine_close_confirm:village_mine_close_confirm1|С закрытием этой шахты наш доход снизится на {reg9} динаров. Однако у наших мастеровых появится больше свободного времени, и я смогу отправить их на поиски новых, возможно, более ценных ресурсов.^^Так, что вы... э-э-э... решили - закрывать ли шахту?
dlga_village_elder_menu3:village_elder_talk|Как скажете, {reg63?милорд:миледи}. Все приготовления будут сделаны. Чему могу помочь?
dlga_village_elder_talk:village_elder_trade_begin|Мне нужны кое-какие припасы... Плачу золотом.
dlga_village_elder_trade_begin:village_elder_trade_talk|Как вам будет угодно, {reg63?господин:госпожа}. Товары вам нужны или скот?
dlga_village_elder_trade_talk:village_elder_trade|Еда и другие припасы.
dlga_village_elder_trade:village_elder_pretalk|У нас есть кое-что... Пойдемте-ка в амбар, глянем...
dlga_village_elder_trade_talk:village_elder_buy_cattle|Я хочу купить скот.
dlga_village_elder_trade_talk:village_elder_pretalk|Нет, знаете, я пока не буду ничего покупать.
dlga_village_elder_talk:village_elder_ask_enemies|Не беспокоят ли вас какие-нибудь враги?
dlga_pop2_village_status_center:village_elder_talk|Базовый доход - {reg52}, текущее процветание - {reg2}. Ценность минералов - {reg1}. Деревня принадлежит {s9}.
dlga_village_elder_ask_enemies:village_elder_pretalk|Нет, {reg63?господин:госпожа}, врагов окрест уже давно не видать.
dlga_village_elder_ask_enemies:village_elder_tell_enemies|Хмм... Дайте-ка подумать...
dlga_village_elder_tell_enemies:village_elder_tell_enemies|{s1} {s2}
dlga_village_elder_tell_enemies:village_elder_pretalk|Нет, {reg63?господин:госпожа}. Ни одного воинского отряда в здешних местах уже давненько не видать.
dlga_village_elder_tell_enemies:village_elder_pretalk.1|Ну, я думаю, это все.
dlga_village_elder_talk:village_elder_menu2.1|Приказать шерифу собрать несколько рекрутов и отправить их патрулировать вокруг деревни. (1000 динаров)
dlga_village_elder_talk:village_elder_ask_set_fire|Я хочу, чтобы вы устроили большой пожар на окраине этой деревни.
dlga_village_elder_ask_set_fire:close_window|{reg63?Господин:Госпожа}, мы уже дали свое согласие. Сделаю все, что смогу, уж не сомневайтесь.
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_1|Пожар? {reg63?Господин мой:Госпожа моя}, пожары очень опасны! Зачем вам такое понадобилось?
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5|{reg63?Мой господин:Моя госпожа}, думаю, мы все это уже обсудили.
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5.1|{reg63?Господин:Госпожа}, мы уже говорили об этом. Вы обещаете слишком мало, а ждете слишком много.
dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_2|У меня на то свои причины, а кошель серебра, думаю, заставит вас расстараться. Так вы беретесь за дело или нет?
dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_explain_plan|Учитывая, какой опасности вы подвергаетесь, я не могу отказать вам в ответе.
dlga_village_elder_ask_set_fire_explain_plan:village_elder_ask_set_fire_2|Я собираюсь вызволить из темницы {s4} одного пленника. Когда вы запалите огонь, стражники {s4} увидят дым. Часть охраны побежит узнавать, что происходит.
dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_9|Как пожелаете, {reg63?господин:госпожа}. Вы всегда хорошо относились к нашей деревне, так что пусть дело и опасное, но должок вам мы вернем. Когда желаете запалить пожар?
dlga_village_elder_ask_set_fire_2:close_window|Прошу прощения, {reg63?господин:госпожа}. Не обессудьте, но у нас нет причин вам верить. Да и пожар - слишком опасное дело.
dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_3|Как скажете, {reg63?господин:госпожа}. Но это здорово опасное дело. С чего бы это нам рисковать?
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_4|Я дам вам 100 динаров.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6|Я дам вам 200 динаров.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6.1|Я дам вам 300 динаров.
dlga_village_elder_ask_set_fire_3:close_window|Забудьте.
dlga_village_elder_ask_set_fire_4:village_elder_talk|Это безумие. Я не пойду на такой риск.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_7|А если ваша награда увеличится до 200 динаров?
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6|Что если ваша награда увеличится до 300 динаров?
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6.1|Что если ваша награда увеличится до 300 динаров? Это мое последнее предложение.
dlga_village_elder_ask_set_fire_5:close_window|Не берите в голову.
dlga_village_elder_ask_set_fire_6:village_elder_ask_set_fire_9|Хорошо. Вы просите меня пойти на большой риск, но я не против. Когда пускать огонь?
dlga_village_elder_ask_set_fire_7:village_elder_talk|Я не стану ввязываться в такую авантюру за 200 динаров.
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_10|Готовьтесь пока, а через час поджигайте.
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_11|Начинайте ровно в полночь. Я буду ждать ровно час.
dlga_village_elder_ask_set_fire_10:close_window|Хорошо, {reg63?господин:госпожа}. Мы все подготовим, как следует. Остальное дело за вами.
dlga_village_elder_ask_set_fire_11:close_window|Хорошо, {reg63?господин:госпожа}. Да хранят вас небеса.
dlga_village_elder_talk:village_elder_old_tale_1|Вопрос об окрестностях {s54} - нет ли где поблизости замка или крепости?
dlga_village_elder_old_tale_1:village_elder_old_tale_2|Ближайщий - Семь Крестов, но до него ехать полдня, {reg63?господин:госпожа}. А до него лишь поля да леса. Ну и старые руины.
dlga_village_elder_old_tale_2:village_elder_old_tale_3|Руины?
dlga_village_elder_old_tale_3:village_elder_old_tale_4|Да, {reg63?господин:госпожа}. Руины есть у истока реки, где-то в горах. Старики болтают, что руины прокляты, но старый ум часто заблуждается, это не секрет.
dlga_village_elder_old_tale_4:village_elder_old_tale_5|Расскажите мне, как туда добраться.
dlga_village_elder_old_tale_5:close_window|Руины не так уж далеко от нас, {reg63?господин:госпожа}, но их легко пропустить. Следуйте по течению реки по направлению к горам, там где река берет свой исток.
dlga_village_elder_talk:village_elder_hidden_base_1|Я ищу опытного строителя. Может знаете кого?
dlga_village_elder_hidden_base_1:village_elder_hidden_base_2|Да, {reg63?господин:госпожа}, знаю. Два строителя живут прямо в нашей деревне. Обычно я рекомендую своего племянника Грегарда, но он уехал к нашим родственникам в {s54}. А второй это - {s2}.
dlga_village_elder_hidden_base_2:village_elder_hidden_base_3|Считайте, что я нанял {s2}. Пусть собирает вещи и едет в те руины, которые я вам описывал.
dlga_village_elder_hidden_base_3:close_window|Конечно, я прямо сейчас об этом распоряжусь, {reg63?господин:госпожа}.
dlga_start:camp_master_rebuild_1|Добро пожаловать, {reg63?господин:госпожа}.
dlga_camp_master_rebuild_1:camp_master_rebuild_2|Привет тебе, мастер {s2}. Что скажешь об этом месте? Можно ли тут построить базу?
dlga_camp_master_rebuild_2:camp_master_rebuild_3|У долины хороший потенциал, {reg63?господин:госпожа}, но надо вложить большой труд и немалые средства.
dlga_camp_master_rebuild_3:camp_master_rebuild_4|Что нужно для начала строительства?
dlga_camp_master_rebuild_4:camp_master_rebuild_5|Я прикинул объем работ и для строительства базы необходимо привлечь 20 человек на 2 недели.^^Нам еще нужны инструменты, сильные лошади, чтобы волочить груз, еда и ... эль, чтобы поддерживать настроение во время работы.
dlga_camp_master_rebuild_5:close_window|Звучит вполне разумно. Я привезу все, что нужно.
dlga_start:camp_master_supplies_1|Здравствуйте, {reg63?господин:госпожа}. У вас есть все необходимое для начала строительства?
dlga_camp_master_supplies_1:camp_master_supplies_2|Да, все, что нужно, со мной. Вот.
dlga_camp_master_supplies_1:close_window|Нет, еще не все.
dlga_camp_master_supplies_2:close_window|Все, что нам теперь нужно - это 20 сильных мужчин.
dlga_start:camp_master_start_build_1|У меня есть все необходимое для постройки, {reg63?господин:госпожа}. Работа будет завершена через 2 недели.
dlga_camp_master_start_build_1:close_window|Я скоро вернусь.
dlga_start:camp_master_hire_1|Здравствуйте, {reg63?господин:госпожа}. Как вы видите, база полностью построена и готова к использованию. ^^Я подумал, что для охраны базы потребуется несколько внимательных глаз и позволил себе нанять несколько молодых охотников для присмотра за окрестностями. Парни только начинают службу и их оплата не так уж дорога.
dlga_camp_master_hire_1:camp_master_hire_2|Вы справились прекрасно. Смогли все быстро построить. Организовали охрану и все держите под контролем. Хм... слушайте вы смогли произвести на меня впечатление и у меня есть предложение. Я хочу нанять вас на должность начальника лагеря с хорошей оплатой. ^^Что думаете по этому поводу?
dlga_camp_master_hire_2:close_window|Мне понравилось строить это место, это лучше, чем возводить очередной свинарник или коровник. Вы были ко мне всегда справедливы, {reg63?господин:госпожа}. Я принимаю ваше предложение.
dlga_start:camp_master_task_1|{s2}
dlga_camp_master_pretalk:camp_master_task_1|Что-нибудь еще, {reg63?господин:госпожа}.
dlga_camp_master_task_1:camp_master_upgrades_vet_hire_1|Я принес тебе {s3}, один из {s4}. Мы уже поговорили о его будущем.
dlga_camp_master_upgrades_vet_hire_1:camp_master_pretalk|Оставьте детали мне, {reg63?господин:госпожа}. Давайте {s3}, совершим прогулку.
dlga_camp_master_task_1:camp_master_garrison_1|Я хочу проверить гарнизон.
dlga_camp_master_garrison_1:camp_master_pretalk|{s2}^^Вот список гарнизона...
dlga_camp_master_task_1:camp_master_storage_1|Мне нужен доступ на склад лагеря.
dlga_camp_master_storage_1:camp_master_pretalk|Вот все наши запасы.
dlga_camp_master_task_1:camp_master_arena_1|Я хотел бы увидеть еще один поединок.
dlga_camp_master_arena_1:camp_master_arena_2|Как долго должна продолжаться схватка?
dlga_camp_master_arena_2:camp_master_arena_1|{s1}
dlga_camp_master_arena_2:camp_master_arena_3|Дайте мне посмотреть, чему они научились.
dlga_camp_master_arena_3:close_window|{s1} ^ и ^{s2} ^^скоро убдут готовы. ^^^^(1-й и 2-й воины в гарнизонном списке. Клавиши продвинутого управления воинами могут быть использованы при ранжировании гарнизонных солдат)
dlga_camp_master_task_1:camp_master_upgrades_1|Можем ли мы сделать какие-нибудь улучшения?
dlga_camp_master_upgrades_1:camp_master_upgrades_2|Конечно, я мечтаю полностью отстроить эту великую крепость. Однако, это потребует больших расходов и привлечет ненужное внимание. {s2}.
dlga_camp_master_upgrades_2:camp_master_upgrades_2_blacksmith|Кузнец?
dlga_camp_master_upgrades_2_blacksmith:camp_master_upgrades_3_blacksmith|Я видел здесь остатки старой кузницы. Она полезна. Можно привести в порядок износившееся оружие, подправить доспехи. Признаюсь, я уже подыскивал хорошего кузнеца в округе.^^Скажу, что нам повезло. Один из {s4}, котрых вы привели, оказался неплохим кузнецом. Ему потребуется 3 000 монет, чтобы закупить уголь, сталь и инструменты.
dlga_camp_master_upgrades_3_blacksmith:camp_master_pretalk|Звучит хорошо. Сделайте все, что нужно.
dlga_camp_master_upgrades_3_blacksmith:camp_master_pretalk.1|Денег не хватает. Это может подождать.
dlga_camp_master_upgrades_2:camp_master_upgrades_2_room|Я думаю, мы должны расширить наши казармы. Эта долина очень мала.
dlga_camp_master_upgrades_2_room:camp_master_upgrades_3_room|Да, {reg63?господин:госпожа}, я знаю об этом. Места очень мало. Земля тут крепче камня, но если вы помните мои отчеты, нам удалось обнаружить два фундамента. На одном мы возвели наше хранилище, а вот на другом вполне можно построить дополнительную казарму.^^Это обойдется нам в 15 000 монет, но позволит разместить 50 воинов. Что думаете по этому поводу?
dlga_camp_master_upgrades_3_room:camp_master_pretalk|Не так уж дорого для 50 новых кроватей для наших солдат. Звучит как очень хорошее вложение для денег.
dlga_camp_master_upgrades_3_room:camp_master_pretalk.1|Это очень дорогие кровати. Вы их шелком что ли решили заправлять? В другой раз.
dlga_camp_master_upgrades_2:camp_master_upgrades_2_vet|Возможно мы сможем нанять нескольких конюшенных?
dlga_camp_master_upgrades_2_vet:camp_master_upgrades_3_vet|Более того, {reg63?господин:госпожа}. Рано или поздно нам потребуется хороший специалист в этом вопросе. Было бы обидно увидеть, как гибнут от болезней такие прекрасные животные. Нехорошо если их жизнь закончится с котелке с солдатской похлебкой.^^Думается мне, что стоит поискать толкового человека прямо здесь. Ктото из джату стал бы подходящим кандидатом. Они известные знатоки лошадей. Договориться с патрулем джату невозможно, но можно поискать кое-кого из {s4} в городских тавернах. Они немного более цивилизованнее своих диких сородичей и можно попробовать уговорить кого-нибудь из них остаться с нами. ^^Предоставьте переговоры мне, но без 5 000 монет не стоит даже затевать такое дело.
dlga_camp_master_upgrades_3_vet:camp_master_pretalk|Не плохая идея. Надо попытать счастья с {s4}.
dlga_camp_master_upgrades_3_vet:camp_master_pretalk.1|У меня иные планы на сегодня.
dlga_camp_master_upgrades_2:camp_master_pretalk|Мне нужно подумать о том, что вы только-что сказали.
dlga_camp_master_task_1:camp_master_pretalk|Я хочу оставить здесь все свои войска.
dlga_camp_master_task_1:camp_master_pretalk.1|Я хочу забрать отсюда всех солдат.
dlga_camp_master_task_1:close_window|Забудьте. Поговорим позднее.
dlga_start:camp_blacksmith_welcome_1|Здравствуйте, командир. Спасибо, что разрешили мне работать в этой кузнице. Пора мне поднабраться опыта и повысить свои навыки. Я не подведу вас.
dlga_camp_blacksmith_welcome_1:camp_blacksmith_welcome_2|Я в этом уверен. ^^Мы поговорим позднее.
dlga_camp_blacksmith_welcome_2:camp_blacksmith_welcome_3|Командир, прежде чем вы уйдете, я хочу вам показать одну удивительную вещь, обнаруженную при разборе завалов. Это броня для боевого коня. Она сделана очень давно. При ее изготовлении использовались давно утерянные материалы. О них рассказывал еще мой учитель кузнечного дела, но я думал, что его слова о броне сделанной с использованием сока Черного Дерева, просто легенда, но вот эта вещь лежит передо мной! Такие вещи из-за своей редкости даже в древности были доступны лишь королям.
dlga_camp_blacksmith_welcome_3:camp_blacksmith_welcome_4|Интересно. А сейчас эту броню можно использовать?
dlga_camp_blacksmith_welcome_4:camp_blacksmith_welcome_5|Броня сделана из удивительно легкого и прочного материала, но время сделало свое дело и мне придется поработать, чтобы вернуть ей прежнее совершенство. ^^Но это еще не все проблемы. Понимаете, эта броня изготовлена под специальную породу коней, но я не видел никогда таких животных! Чтобы одеть эту броню на коня, вы должны найти ту породу, для которой когда-то была сделана эта удивительная вещь.
dlga_camp_blacksmith_welcome_5:close_window|Вы упомянули, что эти вещи были доступны только древним королям... Хм... возможно стоит поискать следы этих загадочных коней в старой столице Пендора.
dlga_start:close_window.46|Я все еще работаю над вашим заказом, командир. Он будет завершен через {reg1} дней.
dlga_start:camp_blacksmith_jobdone_1|Командир, ваш {s2} полностью готов!
dlga_camp_blacksmith_jobdone_1:close_window|Эта вещь выглядит, как новенькая!
dlga_start:close_window.47|Командир, ваш багаж переполнен, мне некуда положить ваш заказ.
dlga_start:camp_blacksmith_quest_ha_1|Командир, ваш новый конь... он поразительный!
dlga_camp_blacksmith_quest_ha_1:camp_blacksmith_quest_ha_2|Этот конь прямой потомок линии королевских коней Пендора. Найти его было непросто. А его цена...соответствует его уникальности. ^^По легенде именно для таких лошадей делали такую удивтельную броню. Что скажешь, мой мастер-кузнец?
